Gen,No.,Pokémon,Biome,Excluded,Time,Weather,Context,Preset,Requirements,Bucket,Weight,Lv. Min,Lv. Max,canSeeSky,Hitbox W,Hitbox H,Hitbox Fixed
1,90,Shellder,Coast,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,1.9,6,31,FALSE,0.6,0.5,FALSE
1,90,Shellder,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,1.9,6,31,FALSE,0.6,0.5,FALSE
1,90,Shellder,Overworld,,any,any,seafloor,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,5.7,6,31,FALSE,0.6,0.5,FALSE
1,90,Shellder,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove; ×0.6,common,9.5,6,31,FALSE,0.6,0.5,FALSE
1,91,Cloyster,Cold Ocean,,any,any,seafloor,Water,,common,0.5,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Frozen Ocean,,any,any,seafloor,Water,,common,0.5,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Ocean,"Cold Ocean, Frozen Ocean",any,any,seafloor,Water,,common,0.3,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Cold Ocean,,any,any,fishing,,×0.6,common,0.5,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Frozen Ocean,,any,any,fishing,,×0.6,common,0.5,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Coast,"Cold Ocean, Frozen Ocean",any,any,fishing,,×3; ×5,common,0.1,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,×3; ×5,common,0.1,26,53,TRUE,2,2,FALSE
1,91,Cloyster,Cold Ocean,,any,any,fishing,,light ≥8; ×0.6,common,0.5,26,53,FALSE,2,2,FALSE
1,91,Cloyster,Frozen Ocean,,any,any,fishing,,light ≥8; ×0.6,common,0.5,26,53,FALSE,2,2,FALSE
1,91,Cloyster,Coast,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,0.1,26,53,FALSE,2,2,FALSE
1,91,Cloyster,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,0.1,26,53,FALSE,2,2,FALSE
1,91,Cloyster,Overworld,,any,any,seafloor,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,0.3,26,53,FALSE,2,2,FALSE
1,91,Cloyster,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove; ×0.6,common,0.5,26,53,FALSE,2,2,FALSE
1,92,Gastly,Aether,,any,any,grounded,Natural,light ≤0; block light ≤0,common,7,6,31,,0.75,1.1,FALSE
1,92,Gastly,Deep Dark,,any,any,grounded,Natural,light ≤0; block light ≤0,common,7,6,31,,0.75,1.1,FALSE
1,92,Gastly,Overworld,,any,any,grounded,Derelict,,uncommon,1.4,6,31,FALSE,0.75,1.1,FALSE
1,92,Gastly,Spooky,,any,any,grounded,Natural,light ≥8; block light ≤0,common,9,6,31,,0.75,1.1,FALSE
1,92,Gastly,Nether,,any,any,grounded,Natural,,common,9,6,31,,0.75,1.1,FALSE
1,93,Haunter,Aether,,any,any,grounded,Natural,light ≤0; block light ≤0,common,0.95,25,41,,1.1,1.2,FALSE
1,93,Haunter,Deep Dark,,any,any,grounded,Natural,light ≤0; block light ≤0,common,0.95,25,41,,1.1,1.2,FALSE
1,93,Haunter,Overworld,,any,any,grounded,Derelict,,common,0.712,25,41,FALSE,1.1,1.2,FALSE
1,93,Haunter,Spooky,,any,any,grounded,Natural,light ≥8; block light ≤0,common,0.95,25,41,,1.1,1.2,FALSE
1,93,Haunter,Nether,,any,any,grounded,Natural,,common,0.95,25,41,,1.1,1.2,FALSE
1,94,Gengar,Aether,,any,any,grounded,Natural,light ≤0; block light ≤0,uncommon,0.05,36,50,,1.3,1.6,FALSE
1,94,Gengar,Deep Dark,,any,any,grounded,Natural,light ≤0; block light ≤0,uncommon,0.05,36,50,,1.3,1.6,FALSE
1,94,Gengar,Overworld,,any,any,grounded,Derelict,,uncommon,0.048,36,50,FALSE,1.3,1.6,FALSE
1,94,Gengar,Spooky,,any,any,grounded,Natural,light ≥8; block light ≤0,uncommon,0.05,36,50,,1.3,1.6,FALSE
1,94,Gengar,Nether,,any,any,grounded,Natural,,uncommon,0.05,36,50,,1.3,1.6,FALSE
1,95,Onix,Overworld,Deep Dark,any,any,grounded,Natural,light ≤7,uncommon,5.52,14,39,,2,4,FALSE
1,95,Onix,Nether Basalt,,any,any,grounded,Natural,,uncommon,1.84,14,39,,2,4,FALSE
1,96,Drowzee,Overworld,Freezing,night,any,grounded,"Natural, Urban",light ≥8,common,9,8,33,,0.7,1.1,FALSE
1,96,Drowzee,Overworld,Freezing,night,any,grounded,Natural,light ≥8; at: Village,common,9,8,33,,0.7,1.1,FALSE
1,97,Hypno,Overworld,Freezing,night,any,grounded,"Natural, Urban",light ≥8,common,1,26,48,,0.9,1.6,FALSE
1,97,Hypno,Overworld,Freezing,night,any,grounded,Natural,light ≥8; at: Village,common,1,26,48,,0.9,1.6,FALSE
1,98,Krabby,Coast,,any,any,grounded,Natural,light ≥8,common,9,8,33,,1,0.7,FALSE
1,98,Krabby,Coast,,any,any,seafloor,Water,,common,1.8,8,33,TRUE,1,0.7,FALSE
1,98,Krabby,Ocean,,any,any,seafloor,Water,,common,1.8,8,33,TRUE,1,0.7,FALSE
1,98,Krabby,Coast,,any,any,fishing,,×0.6,common,9,8,33,TRUE,1,0.7,FALSE
1,98,Krabby,Ocean,,any,any,fishing,,×0.6,common,9,8,33,TRUE,1,0.7,FALSE
1,98,Krabby,Coast,,any,any,fishing,,light ≥8; ×0.6,common,9,8,33,FALSE,1,0.7,FALSE
1,98,Krabby,Ocean,,any,any,fishing,,light ≥8; ×0.6,common,9,8,33,FALSE,1,0.7,FALSE
1,98,Krabby,Overworld,,any,any,seafloor,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,1.8,8,33,FALSE,1,0.7,FALSE
1,98,Krabby,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove; ×0.6,common,9,8,33,FALSE,1,0.7,FALSE
1,99,Kingler,Coast,,any,any,grounded,Natural,light ≥8,common,1,28,48,,1.8,1,FALSE
1,99,Kingler,Coast,,any,any,seafloor,Water,,common,0.2,28,48,TRUE,1.8,1,FALSE
1,99,Kingler,Ocean,,any,any,seafloor,Water,,common,0.2,28,48,TRUE,1.8,1,FALSE
1,99,Kingler,Coast,,any,any,fishing,,×0.6,common,1,28,48,TRUE,1.8,1,FALSE
1,99,Kingler,Ocean,,any,any,fishing,,×0.6,common,1,28,48,TRUE,1.8,1,FALSE
1,99,Kingler,Coast,,any,any,fishing,,light ≥8; ×0.6,common,1,28,48,FALSE,1.8,1,FALSE
1,99,Kingler,Ocean,,any,any,fishing,,light ≥8; ×0.6,common,1,28,48,FALSE,1.8,1,FALSE
1,99,Kingler,Overworld,,any,any,seafloor,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,0.2,28,48,FALSE,1.8,1,FALSE
1,99,Kingler,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove; ×0.6,common,1,28,48,FALSE,1.8,1,FALSE
1,100,Voltorb,Overworld,,any,any,grounded,Natural,light ≥8; ×5 thunder,common,1.8,8,33,,0.7,0.7,FALSE
1,100,Voltorb,Overworld,,any,any,grounded,Natural,light ≥8; at: Village; ×5 thunder,common,1.8,8,33,,0.7,0.7,FALSE
1,100,Voltorb,Overworld,,any,any,grounded,,near Lightning Rod; light ≥8; ×5 thunder,uncommon,84,8,33,,0.7,0.7,FALSE
1,100,Voltorb (Hisuian),Overworld,,any,any,grounded,Natural,near Apricorns; light ≥8; ×5 thunder,uncommon,92,8,33,,0.7,0.7,FALSE
1,101,Electrode,Overworld,,any,any,grounded,"Natural, Urban",light ≥8; ×5 thunder,common,0.2,30,49,,1.2,1.15,FALSE
1,101,Electrode,Overworld,,any,any,grounded,Natural,light ≥8; at: Village; ×5 thunder,common,0.2,30,49,,1.2,1.15,FALSE
1,101,Electrode,Overworld,,any,any,grounded,,near Lightning Rod; light ≥8; ×5 thunder,uncommon,16,30,49,,1.2,1.15,FALSE
1,101,Electrode (Hisuian),Overworld,,any,any,grounded,Natural,near Apricorns; light ≥8; ×5 thunder,uncommon,8,30,49,,1.2,1.15,FALSE
1,102,Exeggcute,Jungle,,any,any,grounded,Natural,light ≥8,common,1.9,8,33,,1.1,0.5,FALSE
1,102,Exeggcute,Savanna,,any,any,grounded,Natural,light ≥8,common,1.9,8,33,,1.1,0.5,FALSE
1,102,Exeggcute (Alola),Beach,Freezing,any,any,grounded,Natural,light ≥8,uncommon,9.2,8,33,,1.1,0.5,FALSE
1,102,Exeggcute (Alola),Tropical Island,Freezing,any,any,grounded,Natural,light ≥8,uncommon,9.2,8,33,,1.1,0.5,FALSE
1,103,Exeggutor,Jungle,,any,any,grounded,Natural,light ≥8,common,0.1,28,53,,1.8,3,FALSE
1,103,Exeggutor,Savanna,,any,any,grounded,Natural,light ≥8,common,0.1,28,53,,1.8,3,FALSE
1,103,Exeggutor (Alolan),Beach,Freezing,any,any,grounded,Natural,light ≥8,uncommon,0.8,28,53,,1.6,11,FALSE
1,103,Exeggutor (Alolan),Tropical Island,Freezing,any,any,grounded,Natural,light ≥8,uncommon,0.8,28,53,,1.6,11,FALSE
1,104,Cubone,Badlands,,any,any,grounded,"Natural, Wild",light ≥8,common,1.8,7,32,,0.55,0.87,FALSE
1,104,Cubone,Desert,,any,any,grounded,"Natural, Wild",light ≥8,common,1.8,7,32,,0.55,0.87,FALSE
1,104,Cubone (Alola),Volcanic,,any,any,grounded,"Natural, Wild",light ≥8,common,5.4,7,32,,0.55,0.87,FALSE
1,104,Cubone (Alola),Nether Desert,,any,any,grounded,"Natural, Wild",,common,9,7,32,,0.55,0.87,FALSE
1,105,Marowak,Badlands,,any,any,grounded,"Natural, Wild",light ≥8,common,0.2,28,43,,0.85,1.3,FALSE
1,105,Marowak,Desert,,any,any,grounded,"Natural, Wild",light ≥8,common,0.2,28,43,,0.85,1.3,FALSE
1,105,Marowak (Alolan),Volcanic,,any,any,grounded,"Natural, Wild",light ≥8,common,0.6,28,43,,0.7,1.6,FALSE
1,105,Marowak (Alolan),Nether Desert,,any,any,grounded,"Natural, Wild",,common,1,28,43,,0.7,1.6,FALSE
1,106,Hitmonlee,Hills,,any,any,grounded,Natural,light ≥8; ×0.25 night,uncommon,0.32,20,46,,0.6,1.45,FALSE
1,107,Hitmonchan,Hills,,any,any,grounded,Natural,light ≥8; ×0.25 night,uncommon,0.32,20,46,,0.65,1.6,FALSE
1,108,Lickitung,Grassland,,any,any,grounded,Natural,light ≥8; ×0.25 night,uncommon,1.68,14,39,,1,1.3,FALSE
1,109,Koffing,Overworld,,any,any,grounded,"Natural, Urban",light ≥8; ×5 night,common,1.8,9,34,,0.9,1.2,FALSE
1,109,Koffing,Overworld,,any,any,grounded,Natural,light ≥8; at: Village; ×5 night,common,1.8,9,34,,0.9,1.2,FALSE
1,109,Koffing,Soul Sand Valley,,any,any,grounded,Natural,,common,9,9,34,,0.9,1.2,FALSE
1,109,Koffing (Galar),Magical,,any,any,grounded,Natural,light ≥8; ×1.5 night,common,1.8,9,34,,0.9,1.2,FALSE
1,109,Koffing (Galar),Spooky,,any,any,grounded,Natural,light ≥8; ×1.5 night,common,1.8,9,34,,0.9,1.2,FALSE
1,110,Weezing,Overworld,,any,any,grounded,"Natural, Urban",light ≥8; ×5 night,common,0.2,35,49,,1.3,1.4,FALSE
1,110,Weezing,Overworld,,any,any,grounded,Natural,light ≥8; at: Village; ×5 night,common,0.2,35,49,,1.3,1.4,FALSE
1,110,Weezing,Soul Sand Valley,,any,any,grounded,Natural,,common,1,35,49,,1.3,1.4,FALSE
1,110,Weezing (Galarian),Magical,,any,any,grounded,Natural,light ≥8; ×1.5 night,common,0.2,35,49,,1.3,1.4,FALSE
1,110,Weezing (Galarian),Spooky,,any,any,grounded,Natural,light ≥8; ×1.5 night,common,0.2,35,49,,1.3,1.4,FALSE
1,111,Rhyhorn,Mountain,Cold,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,common,1.8,10,35,,1.2,1.4,FALSE
1,111,Rhyhorn,Savanna,Cold,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,common,1.8,10,35,,1.2,1.4,FALSE
1,112,Rhydon,Mountain,Cold,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,common,0.19,42,49,,1.1,2,FALSE
1,112,Rhydon,Savanna,Cold,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,common,0.19,42,49,,1.1,2,FALSE
1,113,Chansey,Overworld,,any,any,grounded,Natural,light ≥8; ×0.25 night,rare,1.125,17,45,,1.2,1.4,FALSE
1,113,Chansey,Overworld,,any,any,grounded,Natural,light ≥8; at: Village; ×0.25 night,rare,1.125,17,45,,1.2,1.4,FALSE
1,113,Chansey,Aether,,any,any,grounded,Natural,light ≥8,rare,1.125,17,45,,1.2,1.4,FALSE
1,114,Tangela,Jungle,,any,any,grounded,"Natural, Wild",light ≥8,common,1.8,19,44,,0.8,0.6,FALSE
1,115,Kangaskhan,Savanna,,any,any,grounded,"Natural, Wild",light ≥8; ×0.25 night,rare,10,24,49,,1.55,2.65,FALSE
1,116,Horsea,Lukewarm Ocean,,any,any,submerged,Water,,common,1.8,5,30,TRUE,0.5,1.1,FALSE
1,116,Horsea,Warm Ocean,,any,any,submerged,Water,,common,1.8,5,30,TRUE,0.5,1.1,FALSE
1,116,Horsea,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,×3; ×5,common,1.8,5,30,TRUE,0.5,1.1,FALSE
1,116,Horsea,Lukewarm Ocean,,any,any,submerged,Water,light ≥8,common,1.8,5,30,FALSE,0.5,1.1,FALSE
1,116,Horsea,Warm Ocean,,any,any,submerged,Water,light ≥8,common,1.8,5,30,FALSE,0.5,1.1,FALSE
1,116,Horsea,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,1.8,5,30,FALSE,0.5,1.1,FALSE
1,116,Horsea,Overworld,,any,any,submerged,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,1.8,5,30,FALSE,0.5,1.1,FALSE
1,116,Horsea,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove; ×3; ×5,common,1.8,5,30,FALSE,0.5,1.1,FALSE
1,117,Seadra,Lukewarm Ocean,,any,any,submerged,Water,,common,0.19,32,44,TRUE,0.8,1.5,FALSE
1,117,Seadra,Warm Ocean,,any,any,submerged,Water,,common,0.19,32,44,TRUE,0.8,1.5,FALSE
1,117,Seadra,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,×3; ×5,common,0.19,32,44,TRUE,0.8,1.5,FALSE
1,117,Seadra,Lukewarm Ocean,,any,any,submerged,Water,light ≥8,common,0.19,32,44,FALSE,0.8,1.5,FALSE
1,117,Seadra,Warm Ocean,,any,any,submerged,Water,light ≥8,common,0.19,32,44,FALSE,0.8,1.5,FALSE
1,117,Seadra,Ocean,"Cold Ocean, Frozen Ocean",any,any,fishing,,light ≥8; ×3; ×5,common,0.19,32,44,FALSE,0.8,1.5,FALSE
1,117,Seadra,Overworld,,any,any,submerged,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,common,0.19,32,44,FALSE,0.8,1.5,FALSE
1,117,Seadra,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove; ×3; ×5,common,0.19,32,44,FALSE,0.8,1.5,FALSE
1,118,Goldeen,River,,any,any,submerged,Water,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Aether,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Bamboo,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Floral,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Freezing,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Freshwater,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Jungle,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Magical,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Mountain,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Taiga,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,Temperate,,any,any,fishing,,,common,9,7,32,TRUE,1,0.8,FALSE
1,118,Goldeen,River,,any,any,submerged,Water,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Aether,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Bamboo,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Floral,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Freezing,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Freshwater,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Jungle,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Magical,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Mountain,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Taiga,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,118,Goldeen,Temperate,,any,any,fishing,,light ≥8,common,9,7,32,FALSE,1,0.8,FALSE
1,119,Seaking,River,,any,any,submerged,Water,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Aether,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Bamboo,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Floral,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Freezing,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Freshwater,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Jungle,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Magical,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Mountain,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Taiga,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,Temperate,,any,any,fishing,,,common,1,33,45,TRUE,1.4,1.3,FALSE
1,119,Seaking,River,,any,any,submerged,Water,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Aether,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Bamboo,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Floral,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Freezing,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Freshwater,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Jungle,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Magical,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Mountain,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Taiga,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,119,Seaking,Temperate,,any,any,fishing,,light ≥8,common,1,33,45,FALSE,1.4,1.3,FALSE
1,120,Staryu,Coast,,any,any,grounded,Natural,light ≥8,uncommon,9.2,9,34,,0.8,1,FALSE
1,120,Staryu,Ocean,,any,any,submerged,Water,×1.5 night,uncommon,5.52,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Coast,,any,any,fishing,,×1.5 night,uncommon,5.52,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Ocean,,any,any,fishing,,×1.5 night,uncommon,5.52,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Tropical Island,,any,any,fishing,,×1.5 night,uncommon,5.52,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Coast,,any,any,fishing,,fishing: lure 1; ×1.5 night; ×3,common,1.84,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Ocean,,any,any,fishing,,fishing: lure 1; ×1.5 night; ×3,common,1.84,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Tropical Island,,any,any,fishing,,fishing: lure 1; ×1.5 night; ×3,common,1.84,9,34,TRUE,0.8,1,FALSE
1,120,Staryu,Ocean,,any,any,submerged,Water,light ≥8; ×1.5 night,uncommon,5.52,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Coast,,any,any,fishing,,light ≥8; ×1.5 night,uncommon,5.52,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Ocean,,any,any,fishing,,light ≥8; ×1.5 night,uncommon,5.52,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Tropical Island,,any,any,fishing,,light ≥8; ×1.5 night,uncommon,5.52,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Coast,,any,any,fishing,,light ≥8; fishing: lure 1; ×1.5 night; ×3,common,1.84,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Ocean,,any,any,fishing,,light ≥8; fishing: lure 1; ×1.5 night; ×3,common,1.84,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Tropical Island,,any,any,fishing,,light ≥8; fishing: lure 1; ×1.5 night; ×3,common,1.84,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Overworld,,any,any,submerged,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,uncommon,5.52,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,uncommon,5.52,9,34,FALSE,0.8,1,FALSE
1,120,Staryu,Overworld,,any,any,fishing,,Y -60..13; fishing: lure 1; at: Shipwreck Coves/submerged Shipwreck Cove; ×3,common,1.84,9,34,FALSE,0.8,1,FALSE
1,121,Starmie,Coast,,night,any,grounded,Natural,light ≥8,uncommon,0.8,29,52,,0.8,1.1,FALSE
1,121,Starmie,Ocean,,any,any,submerged,Water,×1.5 night,uncommon,0.48,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Coast,,any,any,fishing,,×1.5 night,uncommon,0.48,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Ocean,,any,any,fishing,,×1.5 night,uncommon,0.48,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Tropical Island,,any,any,fishing,,×1.5 night,uncommon,0.48,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Coast,,any,any,fishing,,fishing: lure 1; ×1.5 night; ×3,common,0.16,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Ocean,,any,any,fishing,,fishing: lure 1; ×1.5 night; ×3,common,0.16,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Tropical Island,,any,any,fishing,,fishing: lure 1; ×1.5 night; ×3,common,0.16,29,52,TRUE,0.8,1.1,FALSE
1,121,Starmie,Ocean,,any,any,submerged,Water,light ≥8; ×1.5 night,uncommon,0.48,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Coast,,any,any,fishing,,light ≥8; ×1.5 night,uncommon,0.48,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Ocean,,any,any,fishing,,light ≥8; ×1.5 night,uncommon,0.48,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Tropical Island,,any,any,fishing,,light ≥8; ×1.5 night,uncommon,0.48,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Coast,,any,any,fishing,,light ≥8; fishing: lure 1; ×1.5 night; ×3,common,0.16,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Ocean,,any,any,fishing,,light ≥8; fishing: lure 1; ×1.5 night; ×3,common,0.16,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Tropical Island,,any,any,fishing,,light ≥8; fishing: lure 1; ×1.5 night; ×3,common,0.16,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Overworld,,any,any,submerged,Water,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,uncommon,0.48,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Overworld,,any,any,fishing,,Y -60..13; at: Shipwreck Coves/submerged Shipwreck Cove,uncommon,0.48,29,52,FALSE,0.8,1.1,FALSE
1,121,Starmie,Overworld,,any,any,fishing,,Y -60..13; fishing: lure 1; at: Shipwreck Coves/submerged Shipwreck Cove; ×3,common,0.16,29,52,FALSE,0.8,1.1,FALSE
1,122,Mr Mime,Overworld,Freezing,any,any,grounded,Natural,light ≥8,uncommon,0.32,26,46,,0.8,1.8,FALSE
1,122,Mr Mime,Overworld,Freezing,any,any,grounded,Natural,light ≥8; at: Village,uncommon,0.32,26,46,,0.8,1.8,FALSE
1,122,Mr Mime,Overworld,,any,any,grounded,Mansion,,common,0.2,26,46,FALSE,0.8,1.8,FALSE
1,122,Mr Mime (Galarian),Freezing,,any,any,grounded,Natural,light ≥8,uncommon,0.288,26,46,,0.8,2.3,FALSE
1,122,Mr Mime (Galarian),Freezing,,any,any,grounded,Natural,light ≥8; at: Village,uncommon,0.288,26,46,,0.8,2.3,FALSE
1,123,Scyther,Forest,"Freezing, Spooky",day,any,grounded,"Natural, Wild",light ≥8,rare,1.75,25,50,,1.2,2.35,FALSE
1,123,Scyther,Hills,"Freezing, Spooky",day,any,grounded,"Natural, Wild",light ≥8,rare,1.75,25,50,,1.2,2.35,FALSE
1,123,Scyther,Jungle,,day,any,grounded,"Natural, Wild",light ≥8,uncommon,1.84,25,50,,1.2,2.35,FALSE
1,123,Scyther,Skyroot Forest,,any,any,grounded,Natural,light ≥8,rare,1.75,25,50,,1.2,2.35,FALSE
1,123,Scyther,Skyroot Woodland,,any,any,grounded,Natural,light ≥8,rare,1.75,25,50,,1.2,2.35,FALSE
1,124,Jynx,Freezing,,any,any,grounded,Natural,light ≥8; ×0.25 night,uncommon,0.32,30,46,,1.5,2,FALSE
1,124,Jynx,Freezing,,any,any,grounded,Natural,light ≥8; at: Village; ×0.25 night,uncommon,0.32,30,46,,1.5,2,FALSE
1,125,Electabuzz,Hills,,any,any,grounded,Natural,light ≥8; ×5 thunder,uncommon,0.304,30,50,,0.7,1.5,FALSE
1,125,Electabuzz,Plains,,any,any,grounded,Natural,light ≥8; ×5 thunder,uncommon,0.304,30,50,,0.7,1.5,FALSE
1,126,Magmar,Hills,Volcanic,any,clear,grounded,Natural,near Lava/Magma Block; light ≥8,common,0.95,30,50,,0.7,1.5,FALSE
1,126,Magmar,Volcanic,,any,clear,grounded,Natural,light ≥8,common,0.95,30,50,,0.7,1.5,FALSE
